"","id","unique_id","date","species","rlc_time","treatment","temp","nitrate","salinity","plant_id","n_g_m3_2d","p_g_m3_2d","treat_letter","run_combo","rlc_end_time","rlc_day","rlc_order","f0","fm","f","fm_prime","fv_fm","delta_npq","pmax","retr_max","retr_max_ypoint1","npq_max","alpha_est","alpha_se","alpha_t","alpha_pvalue","ek_est","ek_se","ek_t","ek_pvalue","lunar_phase","illumination"
"1306","hul2-1","4/21/22_hul2-1",2022-04-21,"h",09:06:21,2.5,20,53,28,61,6.4,0.41,"d",8,09:10:24,1,2,105,295,105,295,0.644,0.955,63.8,70,70,0.941,0.564,NA,33.92,0,113.1,NA,16.46,0,"Waning",0.782329523506194
"1307","hul2-2","4/21/22_hul2-2",2022-04-21,"h",09:11:44,2.5,20,53,28,62,6.4,0.41,"d",8,09:15:46,1,2,109,312,109,312,0.651,0.796,61.14,75.44,57.19,1.013,0.754,NA,20.43,0,81.1,NA,11.36,0,"Waning",0.782329523506194
"1308","hul2-3","4/21/22_hul2-3",2022-04-21,"h",09:16:28,2.5,20,53,28,63,6.4,0.41,"d",8,09:20:30,1,2,89,193,89,193,0.539,1.083,110.02,116.44,116.44,0.608,0.449,NA,34.32,0,245.1,NA,12.32,0,"Waning",0.782329523506194
"1309","hul2-4","4/21/22_hul2-4",2022-04-21,"h",09:21:36,2.5,20,53,28,64,6.4,0.41,"d",8,09:25:38,1,2,77,233,77,233,0.67,0.747,104.74,104.14,104.14,1.118,0.596,NA,37.93,0,175.6,NA,15.52,0,"Waning",0.782329523506194
"1310","hm3-1","4/21/22_hm3-1",2022-04-21,"h",09:27:24,2.5,27,53,28,65,6.4,0.41,"d",8,09:31:26,1,3,91,241,91,241,0.622,0,44.2,47.46,47.46,0.944,0.629,NA,24.74,0,70.3,NA,14.61,0,"Waning",0.782329523506194
"1311","hm3-2","4/21/22_hm3-2",2022-04-21,"h",09:32:34,2.5,27,53,28,66,6.4,0.41,"d",8,09:36:36,1,3,85,172,85,172,0.506,0,51.77,64.78,57.12,0.67,0.45,NA,18.81,0,114.9,NA,9.07,0,"Waning",0.782329523506194
"1312","hm3-3","4/21/22_hm3-3",2022-04-21,"h",09:37:09,2.5,27,53,28,67,6.4,0.41,"d",8,09:41:11,1,3,70,155,70,155,0.548,0,106.5,104.38,104.38,0.52,0.527,NA,32.67,0,201.9,NA,12.67,0,"Waning",0.782329523506194
"1313","hm3-4","4/21/22_hm3-4",2022-04-21,"h",09:42:44,2.5,27,53,28,68,6.4,0.41,"d",8,09:46:46,1,3,85,251,85,251,0.661,0,96.66,106.6,106.6,0.719,0.654,NA,63.59,0,147.7,NA,27.8,0,"Waning",0.782329523506194
"1314","hul3-1","4/21/22_hul3-1",2022-04-21,"h",09:48:13,2.5,27,53,28,69,6.4,0.41,"d",8,09:52:15,1,3,108,275,108,275,0.607,0.821,80.69,90.2,90.2,0.897,0.609,NA,37.51,0,132.4,NA,17.1,0,"Waning",0.782329523506194
"1315","hul3-2","4/21/22_hul3-2",2022-04-21,"h",09:53:27,2.5,27,53,28,70,6.4,0.41,"d",8,09:57:29,1,3,99,250,99,250,0.604,0.847,55.5,53.34,53.34,0.984,0.718,NA,11.06,0,77.3,NA,6.27,0.001,"Waning",0.782329523506194
"1316","hul3-3","4/21/22_hul3-3",2022-04-21,"h",09:58:07,2.5,27,53,28,71,6.4,0.41,"d",8,10:02:09,1,3,115,257,115,257,0.553,0.91,57.6,58.22,57.96,0.606,0.518,NA,20.31,0,111.1,NA,9.92,0,"Waning",0.782329523506194
"1317","hul3-4","4/21/22_hul3-4",2022-04-21,"h",10:02:45,2.5,27,53,28,72,6.4,0.41,"d",8,10:06:48,1,3,83,244,83,244,0.66,0.866,73.2,90.2,90.2,1.068,0.694,NA,31.22,0,105.5,NA,15.57,0,"Waning",0.782329523506194
"1318","hm4-1","4/21/22_hm4-1",2022-04-21,"h",10:07:35,2.5,27,53,28,73,6.4,0.41,"d",8,10:11:37,1,4,71,127,71,127,0.441,0,71.72,78.54,78.54,0.477,0.518,NA,25.08,0,138.4,NA,11.24,0,"Waning",0.782329523506194
"1319","hm4-2","4/21/22_hm4-2",2022-04-21,"h",10:12:11,2.5,27,53,28,74,6.4,0.41,"d",8,10:16:13,1,4,97,259,97,259,0.625,0,73.04,73.8,68.88,0.85,0.578,NA,22.5,0,126.4,NA,10.45,0,"Waning",0.782329523506194
"1320","hm4-3","4/21/22_hm4-3",2022-04-21,"h",10:16:39,2.5,27,53,28,75,6.4,0.41,"d",8,10:20:41,1,4,90,251,90,251,0.641,0,58.86,71.34,58.14,0.946,0.702,NA,16.82,0,83.9,NA,9.22,0,"Waning",0.782329523506194
"1321","hm4-4","4/21/22_hm4-4",2022-04-21,"h",10:21:15,2.5,27,53,28,76,6.4,0.41,"d",8,10:25:17,1,4,93,185,93,185,0.497,0,52.86,63.14,50.45,0.555,0.494,NA,14.2,0,107,NA,7.04,0,"Waning",0.782329523506194
"1322","hul4-1","4/21/22_hul4-1",2022-04-21,"h",10:26:22,2.5,27,53,28,77,6.4,0.41,"d",8,10:30:24,1,4,104,252,104,252,0.587,1.189,108.31,117.26,117.26,0.726,0.665,NA,22.93,0,163,NA,9.65,0,"Waning",0.782329523506194
"1323","hul4-2","4/21/22_hul4-2",2022-04-21,"h",10:32:16,2.5,27,53,28,78,6.4,0.41,"d",8,10:36:18,1,4,89,239,89,239,0.628,1.007,68.88,79.8,79.8,0.745,0.607,NA,18.31,0,113.5,NA,8.87,0,"Waning",0.782329523506194
"1324","hul4-3","4/21/22_hul4-3",2022-04-21,"h",10:37:00,2.5,27,53,28,79,6.4,0.41,"d",8,10:41:03,1,4,72,161,72,161,0.553,0.588,106.98,127.1,127.1,0.66,0.475,NA,29.79,0,225.3,NA,11.07,0,"Waning",0.782329523506194
"1325","hul4-4","4/21/22_hul4-4",2022-04-21,"h",10:41:28,2.5,27,53,28,80,6.4,0.41,"d",8,10:45:30,1,4,89,218,89,218,0.592,0.92,81.39,80.64,80.64,0.744,0.591,NA,60.87,0,137.7,NA,27.34,0,"Waning",0.782329523506194
"1326","hm5-1","4/21/22_hm5-1",2022-04-21,"h",10:45:57,2.5,30,53,28,81,6.4,0.41,"d",8,10:49:59,1,5,86,217,86,217,0.604,0,60.13,90.2,90.2,0.709,0.682,NA,16.78,0,88.2,NA,9,0,"Waning",0.782329523506194
"1327","hm5-2","4/21/22_hm5-2",2022-04-21,"h",10:50:23,2.5,30,53,28,82,6.4,0.41,"d",8,10:54:25,1,5,103,273,103,273,0.623,0,87.11,86.92,86.92,0.936,0.771,NA,30.75,0,113,NA,14.92,0,"Waning",0.782329523506194
"1328","hm5-3","4/21/22_hm5-3",2022-04-21,"h",10:54:48,2.5,30,53,28,83,6.4,0.41,"d",8,10:58:51,1,5,79,201,79,201,0.607,0,73.33,80,80,0.718,0.531,NA,33.64,0,138,NA,15.1,0,"Waning",0.782329523506194
"1329","hm5-4","4/21/22_hm5-4",2022-04-21,"h",10:59:18,2.5,30,53,28,84,6.4,0.41,"d",8,11:03:21,1,5,92,192,92,192,0.521,0,63.85,70.14,70.14,0.524,0.778,NA,20.97,0,82.1,NA,11.6,0,"Waning",0.782329523506194
"1330","hul5-1","4/21/22_hul5-1",2022-04-21,"h",11:04:11,2.5,30,53,28,85,6.4,0.41,"d",8,11:08:13,1,5,74,210,74,210,0.648,0.982,84.37,95.94,95.94,1.059,0.793,NA,24.79,0,106.3,NA,12.33,0,"Waning",0.782329523506194
"1331","hul5-2","4/21/22_hul5-2",2022-04-21,"h",11:08:55,2.5,30,53,28,86,6.4,0.41,"d",8,11:12:57,1,5,108,228,108,228,0.526,1.009,64.64,72.16,64.38,0.676,0.525,NA,54.2,0,123.1,NA,25.42,0,"Waning",0.782329523506194
"1332","hul5-3","4/21/22_hul5-3",2022-04-21,"h",11:13:27,2.5,30,53,28,87,6.4,0.41,"d",8,11:17:30,1,5,95,169,95,169,0.438,1.061,72.56,99.22,99.22,0.374,0.335,NA,17.77,0,216.9,NA,6.7,0.001,"Waning",0.782329523506194
"1333","hul5-4","4/21/22_hul5-4",2022-04-21,"h",11:17:59,2.5,30,53,28,88,6.4,0.41,"d",8,11:22:01,1,5,102,281,102,281,0.637,0.935,69.62,77.08,69.72,1.022,0.701,NA,49.74,0,99.3,NA,25.43,0,"Waning",0.782329523506194
"1334","hm6-1","4/21/22_hm6-1",2022-04-21,"h",11:23:00,2.5,30,53,28,89,6.4,0.41,"d",8,11:27:03,1,6,62,152,62,152,0.592,0,126.2,118.12,118.12,0.6,0.551,NA,55.41,0,229.1,NA,20.45,0,"Waning",0.782329523506194
"1335","hm6-2","4/21/22_hm6-2",2022-04-21,"h",11:27:38,2.5,30,53,28,90,6.4,0.41,"d",8,11:31:41,1,6,97,249,97,249,0.61,0,60.43,66.42,57.86,0.961,0.616,NA,24.63,0,98.1,NA,12.65,0,"Waning",0.782329523506194
"1336","hm6-3","4/21/22_hm6-3",2022-04-21,"h",11:32:23,2.5,30,53,28,91,6.4,0.41,"d",8,11:36:25,1,6,98,263,98,263,0.627,0,64.64,74.62,62.16,0.948,0.682,NA,32.62,0,94.7,NA,17,0,"Waning",0.782329523506194
"1337","hm6-4","4/21/22_hm6-4",2022-04-21,"h",11:37:15,2.5,30,53,28,92,6.4,0.41,"d",8,11:41:18,1,6,83,237,83,237,0.65,0,112.38,109.88,109.88,0.992,0.714,NA,32.47,0,157.4,NA,13.85,0,"Waning",0.782329523506194
"1338","hul6-1","4/21/22_hul6-1",2022-04-21,"h",11:42:17,2.5,30,53,28,93,6.4,0.41,"d",8,11:46:19,1,6,100,273,100,273,0.634,0.571,83.78,84.46,84.46,0.896,0.591,NA,33.87,0,141.8,NA,15.04,0,"Waning",0.782329523506194
"1339","hul6-2","4/21/22_hul6-2",2022-04-21,"h",11:46:54,2.5,30,53,28,94,6.4,0.41,"d",8,11:50:57,1,6,77,175,77,175,0.56,0.836,81.51,100.86,100.86,0.667,0.481,NA,27.13,0,169.6,NA,11.25,0,"Waning",0.782329523506194
"1340","hul6-3","4/21/22_hul6-3",2022-04-21,"h",11:51:33,2.5,30,53,28,95,6.4,0.41,"d",8,11:55:35,1,6,95,263,95,263,0.639,0.913,80.58,88.56,88.56,1.023,0.751,NA,17.67,0,107.3,NA,8.76,0,"Waning",0.782329523506194
"1341","hul6-4","4/21/22_hul6-4",2022-04-21,"h",11:59:12,2.5,30,53,28,96,6.4,0.41,"d",8,12:03:14,1,6,89,265,89,265,0.664,1.119,80.9,87.74,87.74,1.172,0.701,NA,46.49,0,115.4,NA,22.38,0,"Waning",0.782329523506194
"1342","hm2-1","4/25/22_hm2-1",2022-04-25,"h",08:27:18,2.5,20,53,28,57,6.4,0.41,"d",8,08:31:20,5,1,72,193,72,193,0.627,0,94.6,85.78,85.78,1.01,0.821,NA,15.53,0,115.2,NA,7.48,0,"Waning",0.333782821064311
"1343","hm2-2","4/25/22_hm2-2",2022-04-25,"h",08:33:47,2.5,20,53,28,58,6.4,0.41,"d",8,08:37:49,5,1,109,270,109,270,0.596,0,54.1,64.78,54.18,0.929,0.748,NA,16.51,0,72.4,NA,9.62,0,"Waning",0.333782821064311
"1344","hm2-3","4/25/22_hm2-3",2022-04-25,"h",08:39:56,2.5,20,53,28,59,6.4,0.41,"d",8,08:43:58,5,1,97,289,97,289,0.664,0,74.91,76.02,76.02,1.079,0.83,NA,53.15,0,90.3,NA,28.25,0,"Waning",0.333782821064311
"1345","hm2-4","4/25/22_hm2-4",2022-04-25,"h",08:46:36,2.5,20,53,28,60,6.4,0.41,"d",8,08:50:39,5,1,72,180,72,180,0.6,0,71.4,104.14,104.14,0.782,0.504,NA,12.61,0,141.7,NA,5.6,0.001,"Waning",0.333782821064311
"1346","hul2-1","4/25/22_hul2-1",2022-04-25,"h",08:52:29,2.5,20,53,28,61,6.4,0.41,"d",8,08:56:32,5,1,85,226,85,226,0.624,0,43.32,47.56,42.75,1.112,0.792,NA,15.1,0,54.7,NA,9.91,0,"Waning",0.333782821064311
"1347","hul2-2","4/25/22_hul2-2",2022-04-25,"h",08:59:07,2.5,20,53,28,62,6.4,0.41,"d",8,09:03:10,5,1,85,160,85,160,0.469,0,66.52,83.64,83.64,0.649,0.5,NA,18.68,0,133,NA,8.5,0,"Waning",0.333782821064311
"1348","hul2-3","4/25/22_hul2-3",2022-04-25,"h",09:04:59,2.5,20,53,28,63,6.4,0.41,"d",8,09:09:01,5,1,98,264,98,264,0.629,0,65.65,76.26,68.88,1.079,0.795,NA,25.3,0,82.5,NA,13.96,0,"Waning",0.333782821064311
"1349","hul2-4","4/25/22_hul2-4",2022-04-25,"h",09:10:48,2.5,20,53,28,64,6.4,0.41,"d",8,09:14:50,5,1,89,194,89,194,0.541,0,100.23,118.08,118.08,0.644,0.611,NA,22.73,0,163.9,NA,9.55,0,"Waning",0.333782821064311
"1350","hm3-1","4/25/22_hm3-1",2022-04-25,"h",09:15:46,2.5,27,53,28,65,6.4,0.41,"d",8,09:19:48,5,2,88,231,88,231,0.619,0,66.3,63.13,63.13,0.941,0.627,NA,29.99,0,105.8,NA,14.94,0,"Waning",0.333782821064311
"1351","hm3-2","4/25/22_hm3-2",2022-04-25,"h",09:20:29,2.5,27,53,28,66,6.4,0.41,"d",8,09:24:31,5,2,120,333,120,333,0.64,0,98.28,113.98,113.98,0.716,0.716,NA,28.71,0,137.3,NA,12.91,0,"Waning",0.333782821064311
"1352","hm3-3","4/25/22_hm3-3",2022-04-25,"h",09:24:49,2.5,27,53,28,67,6.4,0.41,"d",8,09:28:52,5,2,130,307,130,307,0.577,0,70.73,77.9,66.88,0.817,0.704,NA,25.5,0,100.4,NA,12.98,0,"Waning",0.333782821064311
"1353","hm3-4","4/25/22_hm3-4",2022-04-25,"h",09:29:14,2.5,27,53,28,68,6.4,0.41,"d",8,09:33:16,5,2,81,162,81,162,0.5,0,71.7,86.92,86.92,0.459,0.484,NA,34.24,0,148.2,NA,14.95,0,"Waning",0.333782821064311
"1354","hul3-1","4/25/22_hul3-1",2022-04-25,"h",09:33:52,2.5,27,53,28,69,6.4,0.41,"d",8,09:37:54,5,2,123,321,123,321,0.617,0,64.62,75.44,65,0.957,0.806,NA,38.26,0,80.2,NA,21.37,0,"Waning",0.333782821064311
"1355","hul3-2","4/25/22_hul3-2",2022-04-25,"h",09:38:18,2.5,27,53,28,70,6.4,0.41,"d",8,09:42:20,5,2,97,281,97,281,0.655,0,71.56,77.28,77.28,1.066,0.814,NA,34.27,0,87.9,NA,18.41,0,"Waning",0.333782821064311
"1356","hul3-3","4/25/22_hul3-3",2022-04-25,"h",09:43:21,2.5,27,53,28,71,6.4,0.41,"d",8,09:47:23,5,2,76,214,76,214,0.645,0,79.93,86.92,86.92,1.078,0.767,NA,49.75,0,104.2,NA,24.95,0,"Waning",0.333782821064311
"1357","hul3-4","4/25/22_hul3-4",2022-04-25,"h",09:47:45,2.5,27,53,28,72,6.4,0.41,"d",8,09:51:48,5,2,107,283,107,283,0.622,0,90.16,95.12,95.12,0.925,0.783,NA,26.65,0,115.1,NA,12.84,0,"Waning",0.333782821064311
"1358","hm4-1","4/25/22_hm4-1",2022-04-25,"h",09:52:12,2.5,27,53,28,73,6.4,0.41,"d",8,09:56:14,5,3,101,251,101,251,0.598,0,73.05,75.44,73.92,0.887,0.734,NA,31.42,0,99.5,NA,16.05,0,"Waning",0.333782821064311
"1359","hm4-2","4/25/22_hm4-2",2022-04-25,"h",09:56:38,2.5,27,53,28,74,6.4,0.41,"d",8,10:00:41,5,3,106,253,106,253,0.581,0,74.67,87.74,87.74,0.687,0.671,NA,26.05,0,111.3,NA,12.72,0,"Waning",0.333782821064311
"1360","hm4-3","4/25/22_hm4-3",2022-04-25,"h",10:01:03,2.5,27,53,28,75,6.4,0.41,"d",8,10:05:05,5,3,84,192,84,192,0.562,0,75.35,78.72,76.44,0.846,0.64,NA,27.22,0,117.7,NA,13,0,"Waning",0.333782821064311
"1361","hm4-4","4/25/22_hm4-4",2022-04-25,"h",10:05:34,2.5,27,53,28,76,6.4,0.41,"d",8,10:09:36,5,3,98,297,98,297,0.67,0,67.83,77.7,77.7,1.184,0.84,NA,15.03,0,80.7,NA,8.37,0,"Waning",0.333782821064311
"1362","hul4-1","4/25/22_hul4-1",2022-04-25,"h",10:10:24,2.5,27,53,28,77,6.4,0.41,"d",8,10:14:27,5,3,91,236,91,236,0.614,0,56.35,69.7,55.29,1,0.903,NA,21.1,0,62.4,NA,13.1,0,"Waning",0.333782821064311
"1363","hul4-2","4/25/22_hul4-2",2022-04-25,"h",10:14:49,2.5,27,53,28,78,6.4,0.41,"d",8,10:18:51,5,3,79,225,79,225,0.649,0,85.51,83.64,83.64,1.083,0.826,NA,28.48,0,103.5,NA,14.32,0,"Waning",0.333782821064311
"1364","hul4-3","4/25/22_hul4-3",2022-04-25,"h",10:19:19,2.5,27,53,28,79,6.4,0.41,"d",8,10:23:21,5,3,99,264,99,264,0.625,0,106.2,108.78,108.78,0.796,0.746,NA,35.83,0,142.4,NA,15.88,0,"Waning",0.333782821064311
"1365","hul4-4","4/25/22_hul4-4",2022-04-25,"h",10:23:53,2.5,27,53,28,80,6.4,0.41,"d",8,10:27:55,5,3,82,223,82,223,0.632,0,115.08,121.36,121.36,0.828,0.785,NA,26.26,0,146.7,NA,11.51,0,"Waning",0.333782821064311
"1366","hm5-1","4/25/22_hm5-1",2022-04-25,"h",10:29:10,2.5,30,53,28,81,6.4,0.41,"d",8,10:33:13,5,4,105,289,105,289,0.637,0,70.81,71.25,71.25,0.94,0.779,NA,21.47,0,90.9,NA,11.38,0,"Waning",0.333782821064311
"1367","hm5-2","4/25/22_hm5-2",2022-04-25,"h",10:33:32,2.5,30,53,28,82,6.4,0.41,"d",8,10:37:34,5,4,85,231,85,231,0.632,0,77.15,82,76.86,1.31,0.802,NA,23.96,0,96.2,NA,12.41,0,"Waning",0.333782821064311
"1368","hm5-3","4/25/22_hm5-3",2022-04-25,"h",10:38:04,2.5,30,53,28,83,6.4,0.41,"d",8,10:42:06,5,4,109,253,109,253,0.569,0,80.35,94.3,94.3,0.709,0.678,NA,33.66,0,118.6,NA,16.02,0,"Waning",0.333782821064311
"1369","hm5-4","4/25/22_hm5-4",2022-04-25,"h",10:42:56,2.5,30,53,28,84,6.4,0.41,"d",8,10:46:58,5,4,62,176,62,176,0.648,0,150.48,132.02,132.02,0.892,0.744,NA,25.51,0,202.3,NA,9.89,0,"Waning",0.333782821064311
"1370","hul5-1","4/25/22_hul5-1",2022-04-25,"h",10:47:38,2.5,30,53,28,85,6.4,0.41,"d",8,10:51:41,5,4,74,226,74,226,0.673,0,137.92,131.25,131.25,0.982,0.812,NA,49.57,0,169.9,NA,20.54,0,"Waning",0.333782821064311
"1371","hul5-2","4/25/22_hul5-2",2022-04-25,"h",10:52:43,2.5,30,53,28,86,6.4,0.41,"d",8,10:56:45,5,4,106,298,106,298,0.644,0,50.35,58.22,53.3,1.084,0.958,NA,20.22,0,52.6,NA,13.5,0,"Waning",0.333782821064311
"1372","hul5-3","4/25/22_hul5-3",2022-04-25,"h",10:57:19,2.5,30,53,28,87,6.4,0.41,"d",8,11:01:22,5,4,77,211,77,211,0.635,0,96.01,106.6,106.6,0.954,0.809,NA,26.47,0,118.7,NA,12.6,0,"Waning",0.333782821064311
"1373","hul5-4","4/25/22_hul5-4",2022-04-25,"h",11:01:48,2.5,30,53,28,88,6.4,0.41,"d",8,11:05:50,5,4,91,277,91,277,0.671,0,119.61,117.6,117.6,1.131,0.774,NA,28.64,0,154.5,NA,12.31,0,"Waning",0.333782821064311
"1374","hm6-1","4/25/22_hm6-1",2022-04-25,"h",11:06:11,2.5,30,53,28,89,6.4,0.41,"d",8,11:10:14,5,5,90,257,90,257,0.65,0,100.97,103.32,103.32,1.024,0.805,NA,34.09,0,125.4,NA,15.88,0,"Waning",0.333782821064311
"1375","hm6-2","4/25/22_hm6-2",2022-04-25,"h",11:10:44,2.5,30,53,28,90,6.4,0.41,"d",8,11:14:46,5,5,76,210,76,210,0.638,0,111.15,123.82,123.82,0.981,0.798,NA,26.71,0,139.3,NA,11.94,0,"Waning",0.333782821064311
"1376","hm6-3","4/25/22_hm6-3",2022-04-25,"h",11:15:48,2.5,30,53,28,91,6.4,0.41,"d",8,11:19:50,5,5,79,222,79,222,0.644,0,142.54,145.14,145.14,0.708,0.775,NA,30.11,0,184,NA,12.1,0,"Waning",0.333782821064311
"1377","hm6-4","4/25/22_hm6-4",2022-04-25,"h",11:20:44,2.5,30,53,28,92,6.4,0.41,"d",8,11:24:46,5,5,120,358,120,358,0.665,0,91.18,91.02,91.02,1.21,0.799,NA,32.74,0,114.1,NA,15.83,0,"Waning",0.333782821064311
"1378","hul6-1","4/25/22_hul6-1",2022-04-25,"h",11:25:26,2.5,30,53,28,93,6.4,0.41,"d",8,11:29:28,5,5,100,271,100,271,0.631,0,100.63,100.04,100.04,0.844,0.756,NA,37.11,0,133.1,NA,16.89,0,"Waning",0.333782821064311
"1379","hul6-2","4/25/22_hul6-2",2022-04-25,"h",11:31:04,2.5,30,53,28,94,6.4,0.41,"d",8,11:35:07,5,5,103,288,103,288,0.642,0,96.39,104.96,104.96,1.043,0.818,NA,30.16,0,117.9,NA,14.4,0,"Waning",0.333782821064311
"1380","hul6-3","4/25/22_hul6-3",2022-04-25,"h",11:35:36,2.5,30,53,28,95,6.4,0.41,"d",8,11:39:39,5,5,101,296,101,296,0.659,0,120.71,111.3,111.3,1.056,0.823,NA,26.62,0,146.6,NA,11.67,0,"Waning",0.333782821064311
"1381","hul6-4","4/25/22_hul6-4",2022-04-25,"h",11:40:27,2.5,30,53,28,96,6.4,0.41,"d",8,11:44:29,5,5,87,266,87,266,0.673,0,81.61,92.66,92.66,1.163,0.852,NA,15.02,0,95.8,NA,7.79,0,"Waning",0.333782821064311
"1382","hm1-1","4/25/22_hm1-1",2022-04-25,"h",11:44:50,2.5,20,53,28,49,6.4,0.41,"d",8,11:48:52,5,6,85,225,85,225,0.622,0,137.49,132.02,132.02,0.815,0.698,NA,23.65,0,197.1,NA,9.26,0,"Waning",0.333782821064311
"1383","hm1-2","4/25/22_hm1-2",2022-04-25,"h",11:49:09,2.5,20,53,28,50,6.4,0.41,"d",8,11:53:11,5,6,91,202,91,202,0.55,0,100.6,99.22,99.22,0.741,0.619,NA,22.5,0,162.6,NA,9.48,0,"Waning",0.333782821064311
"1384","hm1-3","4/25/22_hm1-3",2022-04-25,"h",11:54:54,2.5,20,53,28,51,6.4,0.41,"d",8,11:58:57,5,6,97,251,97,251,0.614,0,118.25,102.48,102.48,0.819,0.735,NA,18.29,0,160.9,NA,7.74,0,"Waning",0.333782821064311
"1385","hm1-4","4/25/22_hm1-4",2022-04-25,"h",11:59:39,2.5,20,53,28,52,6.4,0.41,"d",8,12:03:41,5,6,95,238,95,238,0.601,0,111.02,104.96,104.96,0.904,0.673,NA,25.53,0,164.9,NA,10.7,0,"Waning",0.333782821064311
"1386","hul1-1","4/25/22_hul1-1",2022-04-25,"h",12:05:22,2.5,20,53,28,53,6.4,0.41,"d",8,12:09:25,5,6,74,108,74,108,0.315,0,88.27,95.12,95.12,0.271,0.34,NA,23.56,0,259.5,NA,8.26,0,"Waning",0.333782821064311
"1387","hul1-2","4/25/22_hul1-2",2022-04-25,"h",12:09:59,2.5,20,53,28,54,6.4,0.41,"d",8,12:14:01,5,6,77,187,77,187,0.588,0,139.94,127.1,127.1,0.816,0.606,NA,25.12,0,231,NA,9.24,0,"Waning",0.333782821064311
"1388","hul1-3","4/25/22_hul1-3",2022-04-25,"h",12:14:54,2.5,20,53,28,55,6.4,0.41,"d",8,12:18:56,5,6,93,162,93,162,0.426,0,76.01,72.98,70.98,0.434,0.554,NA,25.43,0,137.3,NA,11.44,0,"Waning",0.333782821064311
"1389","hul1-4","4/25/22_hul1-4",2022-04-25,"h",12:19:54,2.5,20,53,28,56,6.4,0.41,"d",8,12:23:57,5,6,83,196,83,196,0.577,0,68.21,82,62.89,0.75,0.721,NA,13.85,0,94.6,NA,7.22,0,"Waning",0.333782821064311
"1390","hm4-1","4/29/22_hm4-1",2022-04-29,"h",08:13:26,2.5,27,53,28,73,6.4,0.41,"d",8,08:17:28,9,1,85,172,85,172,0.506,0,78.83,74.34,74.34,0.607,0.686,NA,16.43,0,114.9,NA,7.92,0,"New",0.0312800280347378
"1391","hm4-2","4/29/22_hm4-2",2022-04-29,"h",08:18:17,2.5,27,53,28,74,6.4,0.41,"d",8,08:22:20,9,1,96,169,96,169,0.432,0,35.77,34.44,33.44,0.385,0.476,NA,7.88,0,75.2,NA,4.52,0.004,"New",0.0312800280347378
"1392","hm4-3","4/29/22_hm4-3",2022-04-29,"h",08:23:55,2.5,27,53,28,75,6.4,0.41,"d",8,08:27:57,9,1,88,214,88,214,0.589,0,49.18,49.78,49.78,0.911,0.765,NA,8.34,0,64.3,NA,5.11,0.002,"New",0.0312800280347378
"1393","hm4-4","4/29/22_hm4-4",2022-04-29,"h",08:29:47,2.5,27,53,28,76,6.4,0.41,"d",8,08:33:49,9,1,97,260,97,260,0.627,0,45.85,45.1,44.94,0.985,0.531,NA,16.67,0,86.3,NA,9.03,0,"New",0.0312800280347378
"1394","hul4-1","4/29/22_hul4-1",2022-04-29,"h",08:34:35,2.5,27,53,28,77,6.4,0.41,"d",8,08:38:37,9,1,113,279,113,279,0.595,0,34.28,45.92,34.48,0.872,0.709,NA,10.17,0,48.3,NA,7.03,0,"New",0.0312800280347378
"1395","hul4-2","4/29/22_hul4-2",2022-04-29,"h",08:40:31,2.5,27,53,28,78,6.4,0.41,"d",8,08:44:34,9,1,117,265,117,265,0.558,0,45.33,59.86,45.78,0.606,0.692,NA,18.45,0,65.5,NA,11.22,0,"New",0.0312800280347378
"1396","hul4-3","4/29/22_hul4-3",2022-04-29,"h",08:44:57,2.5,27,53,28,79,6.4,0.41,"d",8,08:48:59,9,1,85,167,85,167,0.491,0,51.68,47.88,47.88,0.176,0.624,NA,18.66,0,82.8,NA,10.28,0,"New",0.0312800280347378
"1397","hul4-4","4/29/22_hul4-4",2022-04-29,"h",08:49:42,2.5,27,53,28,80,6.4,0.41,"d",8,08:53:45,9,1,107,229,107,229,0.533,0,50.9,50.35,50.35,0.568,0.79,NA,7.75,0,64.4,NA,4.75,0.003,"New",0.0312800280347378
"1398","hm5-1","4/29/22_hm5-1",2022-04-29,"h",08:54:12,2.5,30,53,28,81,6.4,0.41,"d",8,08:58:14,9,2,110,268,110,268,0.59,0,51.59,58.22,49.59,0.799,0.634,NA,11.67,0,81.4,NA,6.47,0.001,"New",0.0312800280347378
"1399","hm5-2","4/29/22_hm5-2",2022-04-29,"h",08:58:33,2.5,30,53,28,82,6.4,0.41,"d",8,09:02:35,9,2,96,238,96,238,0.597,0,44.62,47.5,43.32,0.889,0.911,NA,8.11,0,49,NA,5.58,0.001,"New",0.0312800280347378
"1400","hm5-3","4/29/22_hm5-3",2022-04-29,"h",09:03:32,2.5,30,53,28,83,6.4,0.41,"d",8,09:07:35,9,2,73,178,73,178,0.59,0,40.43,41.89,41.89,0.745,0.508,NA,10.29,0,79.6,NA,5.76,0.001,"New",0.0312800280347378
"1401","hm5-4","4/29/22_hm5-4",2022-04-29,"h",09:08:30,2.5,30,53,28,84,6.4,0.41,"d",8,09:12:33,9,2,77,205,77,205,0.624,0,75.24,82.82,82.82,0.898,0.717,NA,23.54,0,104.9,NA,11.77,0,"New",0.0312800280347378
"1402","hul5-1","4/29/22_hul5-1",2022-04-29,"h",09:19:45,2.5,30,53,28,85,6.4,0.41,"d",8,09:23:47,9,2,103,272,103,272,0.621,0,27.41,30.24,26.03,0.863,0.535,NA,20.47,0,51.3,NA,13.81,0,"New",0.0312800280347378
